section,category,description,date,metric,value
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-18,Cumulative People Tested at CDPHE State Lab,33027
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-18,Cumulative People Tested at Non-CDPHE (Commerical) Labs,116542
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-18,7-Day Average Percent Positivity,0.0933
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-18,3-Day Average Percent Positivity,0.0924
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,Percent Positivity,0.0696
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,Total Tests per 100K People,75.7
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,People Tested at CDPHE State Lab,776
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,People Tested at Non-CDPHE (Commerical) Labs,3589
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,Cumulative People Tested at CDPHE State Lab,33803
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,Cumulative People Tested at Non-CDPHE (Commerical) Labs,120131
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,7-Day Average Percent Positivity,0.0908
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-19,3-Day Average Percent Positivity,0.0795
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,Percent Positivity,0.0668
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,Total Tests per 100K People,88.8
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,People Tested at CDPHE State Lab,1652
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,People Tested at Non-CDPHE (Commerical) Labs,3469
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,Cumulative People Tested at CDPHE State Lab,35455
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,Cumulative People Tested at Non-CDPHE (Commerical) Labs,123600
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,7-Day Average Percent Positivity,0.085
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-20,3-Day Average Percent Positivity,0.0741
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,Percent Positivity,0.0794
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,Total Tests per 100K People,61.6
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,People Tested at CDPHE State Lab,1223
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,People Tested at Non-CDPHE (Commerical) Labs,2327
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,Cumulative People Tested at CDPHE State Lab,36678
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,Cumulative People Tested at Non-CDPHE (Commerical) Labs,125927
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,7-Day Average Percent Positivity,0.0832
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-21,3-Day Average Percent Positivity,0.0712
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,Percent Positivity,0.0836
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,Total Tests per 100K People,107.5
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,People Tested at CDPHE State Lab,2144
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,People Tested at Non-CDPHE (Commerical) Labs,4053
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,Cumulative People Tested at CDPHE State Lab,38822
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,Cumulative People Tested at Non-CDPHE (Commerical) Labs,129980
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,7-Day Average Percent Positivity,0.081
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-22,3-Day Average Percent Positivity,0.0768
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,Percent Positivity,0.0707
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,Total Tests per 100K People,58.6
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,People Tested at CDPHE State Lab,1518
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,People Tested at Non-CDPHE (Commerical) Labs,1861
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,Cumulative People Tested at CDPHE State Lab,40340
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,Cumulative People Tested at Non-CDPHE (Commerical) Labs,131841
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,7-Day Average Percent Positivity,0.0771
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-23,3-Day Average Percent Positivity,0.0792
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,Percent Positivity,0.0736
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,Total Tests per 100K People,70
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,People Tested at CDPHE State Lab,1524
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,People Tested at Non-CDPHE (Commerical) Labs,2509
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,Cumulative People Tested at CDPHE State Lab,41864
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,Cumulative People Tested at Non-CDPHE (Commerical) Labs,134350
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,7-Day Average Percent Positivity,0.0763
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-24,3-Day Average Percent Positivity,0.0774
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,Percent Positivity,0.079
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,Total Tests per 100K People,72.4
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,People Tested at CDPHE State Lab,898
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,People Tested at Non-CDPHE (Commerical) Labs,3277
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,Cumulative People Tested at CDPHE State Lab,42762
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,Cumulative People Tested at Non-CDPHE (Commerical) Labs,137627
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,7-Day Average Percent Positivity,0.075
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-25,3-Day Average Percent Positivity,0.0747
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,Percent Positivity,0.0705
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,Total Tests per 100K People,77
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,People Tested at CDPHE State Lab,312
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,People Tested at Non-CDPHE (Commerical) Labs,4128
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,Cumulative People Tested at CDPHE State Lab,43074
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,Cumulative People Tested at Non-CDPHE (Commerical) Labs,141755
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,7-Day Average Percent Positivity,0.0751
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-26,3-Day Average Percent Positivity,0.0743
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,Percent Positivity,0.0567
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,Total Tests per 100K People,124.5
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,People Tested at CDPHE State Lab,888
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,People Tested at Non-CDPHE (Commerical) Labs,6290
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,Cumulative People Tested at CDPHE State Lab,43962
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,Cumulative People Tested at Non-CDPHE (Commerical) Labs,148045
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,7-Day Average Percent Positivity,0.0724
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-27,3-Day Average Percent Positivity,0.0665
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,Percent Positivity,0.0758
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,Total Tests per 100K People,137.3
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,People Tested at CDPHE State Lab,1508
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,People Tested at Non-CDPHE (Commerical) Labs,6407
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,Cumulative People Tested at CDPHE State Lab,45470
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,Cumulative People Tested at Non-CDPHE (Commerical) Labs,154452
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,7-Day Average Percent Positivity,0.0725
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-28,3-Day Average Percent Positivity,0.0676
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,Percent Positivity,0.1085
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,Total Tests per 100K People,98.9
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,People Tested at CDPHE State Lab,284
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,People Tested at Non-CDPHE (Commerical) Labs,5419
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,Cumulative People Tested at CDPHE State Lab,45754
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,Cumulative People Tested at Non-CDPHE (Commerical) Labs,159871
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,7-Day Average Percent Positivity,0.0762
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-29,3-Day Average Percent Positivity,0.0782
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,Percent Positivity,0.0458
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,Total Tests per 100K People,130.7
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,People Tested at CDPHE State Lab,3261
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,People Tested at Non-CDPHE (Commerical) Labs,4271
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,Cumulative People Tested at CDPHE State Lab,49015
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,Cumulative People Tested at Non-CDPHE (Commerical) Labs,164142
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,7-Day Average Percent Positivity,0.071
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-30,3-Day Average Percent Positivity,0.0739
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,Percent Positivity,0.0389
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,Total Tests per 100K People,88.4
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,People Tested at CDPHE State Lab,1666
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,People Tested at Non-CDPHE (Commerical) Labs,3430
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,Cumulative People Tested at CDPHE State Lab,50681
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,Cumulative People Tested at Non-CDPHE (Commerical) Labs,167572
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,7-Day Average Percent Positivity,0.0669
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-05-31,3-Day Average Percent Positivity,0.0634
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,Percent Positivity,0.0604
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,Total Tests per 100K People,58.9
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,People Tested at CDPHE State Lab,992
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,People Tested at Non-CDPHE (Commerical) Labs,2403
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,Cumulative People Tested at CDPHE State Lab,51673
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,Cumulative People Tested at Non-CDPHE (Commerical) Labs,169975
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,7-Day Average Percent Positivity,0.0651
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-01,3-Day Average Percent Positivity,0.0467
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,Percent Positivity,0.0564
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,Total Tests per 100K People,84.3
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,People Tested at CDPHE State Lab,686
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,People Tested at Non-CDPHE (Commerical) Labs,4173
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,Cumulative People Tested at CDPHE State Lab,52359
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,Cumulative People Tested at Non-CDPHE (Commerical) Labs,174148
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,7-Day Average Percent Positivity,0.0635
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-02,3-Day Average Percent Positivity,0.0507
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,Percent Positivity,0.0546
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,Total Tests per 100K People,143.9
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,People Tested at CDPHE State Lab,1143
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,People Tested at Non-CDPHE (Commerical) Labs,7153
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,Cumulative People Tested at CDPHE State Lab,53502
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,Cumulative People Tested at Non-CDPHE (Commerical) Labs,181301
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,7-Day Average Percent Positivity,0.0629
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-03,3-Day Average Percent Positivity,0.0563
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,Percent Positivity,0.0466
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,Total Tests per 100K People,114.2
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,People Tested at CDPHE State Lab,2260
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,People Tested at Non-CDPHE (Commerical) Labs,4321
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,Cumulative People Tested at CDPHE State Lab,55762
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,Cumulative People Tested at Non-CDPHE (Commerical) Labs,185622
Tests,Daily PCR Tests,Daily COVID-19 PCR Test Data From Clinical Laboratories,2020-06-04,7-Day Average Percent Positivity,0.0579
