OBJECTID,Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,Shape__Area,Shape__Length
26210,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Colorado Population,0.19,5/12/2020,28.0394250010993,22.0199204177256
26211,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,50.57,5/12/2020,28.0394250010993,22.0199204177256
26212,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,48.38,5/12/2020,28.0394250010993,22.0199204177256
26213,Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,5/12/2020,28.0394250010993,22.0199204177256
26214,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,1.05,5/12/2020,28.0394250010993,22.0199204177256
26215,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,43.01,5/12/2020,28.0394250010993,22.0199204177256
26216,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,56,5/12/2020,28.0394250010993,22.0199204177256
26217,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.99,5/12/2020,28.0394250010993,22.0199204177256
27151,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,30,5/13/2020,28.0394250010993,22.0199204177256
27152,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,324,5/13/2020,28.0394250010993,22.0199204177256
27153,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Deaths",,Cases,1,5/13/2020,28.0394250010993,22.0199204177256
27154,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,29,5/13/2020,28.0394250010993,22.0199204177256
27155,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,741,5/13/2020,28.0394250010993,22.0199204177256
27156,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,6,5/13/2020,28.0394250010993,22.0199204177256
27157,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,159,5/13/2020,28.0394250010993,22.0199204177256
27158,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,2902,5/13/2020,28.0394250010993,22.0199204177256
27159,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,7,5/13/2020,28.0394250010993,22.0199204177256
27160,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,303,5/13/2020,28.0394250010993,22.0199204177256
27161,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,3200,5/13/2020,28.0394250010993,22.0199204177256
27162,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,27,5/13/2020,28.0394250010993,22.0199204177256
27163,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,467,5/13/2020,28.0394250010993,22.0199204177256
27164,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,3054,5/13/2020,28.0394250010993,22.0199204177256
27165,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,51,5/13/2020,28.0394250010993,22.0199204177256
27166,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,668,5/13/2020,28.0394250010993,22.0199204177256
27167,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,2703,5/13/2020,28.0394250010993,22.0199204177256
27168,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,142,5/13/2020,28.0394250010993,22.0199204177256
27169,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,668,5/13/2020,28.0394250010993,22.0199204177256
27170,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,1682,5/13/2020,28.0394250010993,22.0199204177256
27171,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,243,5/13/2020,28.0394250010993,22.0199204177256
27172,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,513,5/13/2020,28.0394250010993,22.0199204177256
27173,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,831,5/13/2020,28.0394250010993,22.0199204177256
27174,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,585,5/13/2020,28.0394250010993,22.0199204177256
27175,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,336,5/13/2020,28.0394250010993,22.0199204177256
27176,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,750,5/13/2020,28.0394250010993,22.0199204177256
27177,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Hospitalized",,Cases,1,5/13/2020,28.0394250010993,22.0199204177256
27178,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,52,5/13/2020,28.0394250010993,22.0199204177256
27179,Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.73,5/13/2020,28.0394250010993,22.0199204177256
27180,Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,3.77,5/13/2020,28.0394250010993,22.0199204177256
27181,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.98,5/13/2020,28.0394250010993,22.0199204177256
27182,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.14,5/13/2020,28.0394250010993,22.0199204177256
27183,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,17.33,5/13/2020,28.0394250010993,22.0199204177256
27184,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.71,5/13/2020,28.0394250010993,22.0199204177256
27185,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,12.17,5/13/2020,28.0394250010993,22.0199204177256
27186,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,7.75,5/13/2020,28.0394250010993,22.0199204177256
27187,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,8.16,5/13/2020,28.0394250010993,22.0199204177256
27188,Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.26,5/13/2020,28.0394250010993,22.0199204177256
27189,Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Deaths,0.09,5/13/2020,28.0394250010993,22.0199204177256
27190,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Deaths,0.56,5/13/2020,28.0394250010993,22.0199204177256
27191,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Deaths,0.66,5/13/2020,28.0394250010993,22.0199204177256
27192,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Deaths,2.54,5/13/2020,28.0394250010993,22.0199204177256
27193,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Deaths,4.8,5/13/2020,28.0394250010993,22.0199204177256
27194,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Deaths,13.37,5/13/2020,28.0394250010993,22.0199204177256
27195,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Deaths,22.88,5/13/2020,28.0394250010993,22.0199204177256
27196,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Deaths,55.08,5/13/2020,28.0394250010993,22.0199204177256
27197,Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Colorado Population,11.85,5/13/2020,28.0394250010993,22.0199204177256
27198,Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Colorado Population,13.11,5/13/2020,28.0394250010993,22.0199204177256
27199,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Colorado Population,14.61,5/13/2020,28.0394250010993,22.0199204177256
27200,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Colorado Population,14.56,5/13/2020,28.0394250010993,22.0199204177256
27201,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Colorado Population,13.04,5/13/2020,28.0394250010993,22.0199204177256
27202,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Colorado Population,12.67,5/13/2020,28.0394250010993,22.0199204177256
27203,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Colorado Population,10.91,5/13/2020,28.0394250010993,22.0199204177256
27204,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Colorado Population,6.12,5/13/2020,28.0394250010993,22.0199204177256
27205,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Colorado Population,3.13,5/13/2020,28.0394250010993,22.0199204177256
27206,Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Colorado Population,0,5/13/2020,28.0394250010993,22.0199204177256
27207,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Cases,0.44,5/13/2020,28.0394250010993,22.0199204177256
27208,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Cases,2.91,5/13/2020,28.0394250010993,22.0199204177256
27209,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Cases,6.32,5/13/2020,28.0394250010993,22.0199204177256
27210,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Cases,33.83,5/13/2020,28.0394250010993,22.0199204177256
27211,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Cases,0.82,5/13/2020,28.0394250010993,22.0199204177256
27212,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Cases,0.42,5/13/2020,28.0394250010993,22.0199204177256
27213,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Cases,37.1,5/13/2020,28.0394250010993,22.0199204177256
27214,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Cases,1,5/13/2020,28.0394250010993,22.0199204177256
27215,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,,Percent of Cases,17.18,5/13/2020,28.0394250010993,22.0199204177256
27216,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Deaths,0.66,5/13/2020,28.0394250010993,22.0199204177256
27217,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Deaths,4.24,5/13/2020,28.0394250010993,22.0199204177256
27218,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Deaths,6.97,5/13/2020,28.0394250010993,22.0199204177256
27219,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Deaths,16.29,5/13/2020,28.0394250010993,22.0199204177256
27220,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Deaths,0.94,5/13/2020,28.0394250010993,22.0199204177256
27221,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Deaths,0.38,5/13/2020,28.0394250010993,22.0199204177256
27222,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Deaths,63.37,5/13/2020,28.0394250010993,22.0199204177256
27223,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Deaths,0.56,5/13/2020,28.0394250010993,22.0199204177256
27224,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,,Percent of Deaths,6.59,5/13/2020,28.0394250010993,22.0199204177256
27225,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Colorado Population,0.56,5/13/2020,28.0394250010993,22.0199204177256
27226,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Colorado Population,3.12,5/13/2020,28.0394250010993,22.0199204177256
27227,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Colorado Population,3.92,5/13/2020,28.0394250010993,22.0199204177256
27228,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Colorado Population,21.69,5/13/2020,28.0394250010993,22.0199204177256
27229,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Colorado Population,2.65,5/13/2020,28.0394250010993,22.0199204177256
27230,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Colorado Population,0.12,5/13/2020,28.0394250010993,22.0199204177256
27231,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Colorado Population,67.76,5/13/2020,28.0394250010993,22.0199204177256
27232,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Colorado Population,0.19,5/13/2020,28.0394250010993,22.0199204177256
27233,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,50.55,5/13/2020,28.0394250010993,22.0199204177256
27234,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,48.34,5/13/2020,28.0394250010993,22.0199204177256
27235,Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,5/13/2020,28.0394250010993,22.0199204177256
27236,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,1.09,5/13/2020,28.0394250010993,22.0199204177256
27237,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,44.16,5/13/2020,28.0394250010993,22.0199204177256
27238,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,55.08,5/13/2020,28.0394250010993,22.0199204177256
27239,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.75,5/13/2020,28.0394250010993,22.0199204177256
28189,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,31,5/14/2020,28.0394250010993,22.0199204177256
28190,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,339,5/14/2020,28.0394250010993,22.0199204177256
28191,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Deaths",,Cases,1,5/14/2020,28.0394250010993,22.0199204177256
28192,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,30,5/14/2020,28.0394250010993,22.0199204177256
28193,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,769,5/14/2020,28.0394250010993,22.0199204177256
28194,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,6,5/14/2020,28.0394250010993,22.0199204177256
28195,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,162,5/14/2020,28.0394250010993,22.0199204177256
28196,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,2961,5/14/2020,28.0394250010993,22.0199204177256
28197,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,7,5/14/2020,28.0394250010993,22.0199204177256
28198,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,311,5/14/2020,28.0394250010993,22.0199204177256
28199,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,3262,5/14/2020,28.0394250010993,22.0199204177256
28200,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,28,5/14/2020,28.0394250010993,22.0199204177256
28201,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,475,5/14/2020,28.0394250010993,22.0199204177256
28202,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,3100,5/14/2020,28.0394250010993,22.0199204177256
28203,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,55,5/14/2020,28.0394250010993,22.0199204177256
28204,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,674,5/14/2020,28.0394250010993,22.0199204177256
28205,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,2749,5/14/2020,28.0394250010993,22.0199204177256
